SET,Treatment,Colony,Emigration,Leader,Follower,Time_Start,Time_Stop,Leaves_From,Arrives_at,Target,Success_or_Fail_or_Switch,BREAK_UP,X,Y,Nth_Tandem,Leader_Consist_Lead,Follower_Consist_Foll
3,Control,3_4,4,GPWR,GPRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,2
3,Control,3_4,4,PWBB,YYRW,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,4
3,Control,3_4,4,YPWY,PWGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2,4
3,Control,3_4,4,PYGP,GPWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,4
3,Control,3_4,4,SAME,YBRG,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2,3
3,Control,3_4,4,PWBB,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,4
3,Control,3_4,4,YYYR,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,4
3,Control,3_4,4,SAME,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,2,3
3,Control,3_4,4,PWBB,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,2,4
3,Control,3_4,4,PYGP,PYWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,2,3
3,Control,3_4,4,PWBB,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2,2
3,Control,3_4,4,WGBB,WBYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,3,4
3,Control,3_4,4,RGBP,WBYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,4,4
3,Control,3_4,4,PYGP,YYRW,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,2,4
3,Control,3_4,4,GBYR,YYRW,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4,4
3,Control,3_4,4,WGBB,YYYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3,4
3,Control,3_4,4,WGBB,GBPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,3,4
3,Control,3_4,4,WGBB,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,3,2
3,Control,3_4,4,WGBB,PRPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,3,2
3,Control,3_4,4,WGBB,YBWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,3,1
3,Control,3_4,4,WGBB,GBPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3,4
3,Control,3_4,4,WGBB,PYWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,3,3
3,non_specialists_removed,3_4,5,WRYP,PPBP,10:58:08,11:00:16,o,NA,Left,Fail,10.2,2,10,1,4,4
3,non_specialists_removed,3_4,5,GBYR,GPPG,11:28:17,11:30:58,o,NA,Right,Fail,6.54,54,6,2,4,1
3,non_specialists_removed,3_4,5,BPGG,WYBW,11:29:25,11:31:21,o,r,Right,Success,NA,58,9,3,3,1
3,non_specialists_removed,3_4,5,BBWP,GPRB,11:29:30,11:30:39,o,22.26,NA,Switch,NA,NA,NA,4,2,2
3,non_specialists_removed,3_4,5,BBWP,WGBB,11:30:39,11:32:05,22.26,l,Left,Switch,NA,18,9,5,2,4
3,non_specialists_removed,3_4,5,GBYR,BYGY,11:36:01,11:38:12,o,NA,Right,Fail,7.53,53,7,6,4,0
3,non_specialists_removed,3_4,5,BPGG,RGRB,11:38:44,11:40:44,o,NA,Right,Fail,10.58,58,10,7,3,4
3,non_specialists_removed,3_4,5,YYYR,PWGW,11:40:32,11:42:54,o,r,Right,Success,NA,58,9,8,2,4
3,non_specialists_removed,3_4,5,GPWR,BBWP,11:40:48,11:42:58,o,r,Right,Success,NA,58,9,9,2,4
3,non_specialists_removed,3_4,5,WRYP,YYRW,11:42:52,11:44:25,o,l,Left,Success,NA,18,9,10,4,4
3,non_specialists_removed,3_4,5,GPWR,RBYY,11:47:08,11:50:18,o,o,NA,Fail,NA,NA,NA,11,2,4
3,non_specialists_removed,3_4,5,RWYG,BPGG,11:02:14,11:04:51,o,18.50,NA,Switch,NA,NA,NA,12,2,1
3,non_specialists_removed,3_4,5,BPGG,BBYG,11:47:32,11:49:17,o,r,Right,Success,NA,58,9,13,3,4
3,non_specialists_removed,3_4,5,WRYP,WGRY,11:48:35,11:50:13,o,l,Left,Success,NA,18,9,14,4,0
3,non_specialists_removed,3_4,5,GPWR,BPWW,11:50:43,11:52:47,o,NA,Left,Fail,29.28,28,29,15,2,0
3,non_specialists_removed,3_4,5,BPGG,YPWY,11:53:37,11:55:19,o,r,Right,Success,NA,58,9,16,3,3
3,non_specialists_removed,3_4,5,PWBB,PGRR,11:56:29,11:58:32,o,r,Right,Success,NA,58,9,17,2,3
3,non_specialists_removed,3_4,5,BBWP,GBPB,11:59:03,12:04:21,o,r,Right,Success,NA,58,9,18,2,4
3,non_specialists_removed,3_4,5,BPGG,WWGY,12:01:47,12:04:22,o,r,Right,Success,NA,58,9,19,3,0
3,non_specialists_removed,3_4,5,GPWR,BPWW,12:04:01,12:06:22,o,r,Right,Success,NA,58,9,20,2,0
3,non_specialists_removed,3_4,5,PWBB,YYWG,12:07:11,12:09:50,o,r,Right,Success,NA,58,9,21,2,2
3,non_specialists_removed,3_4,5,GPWR,YBRG,12:16:04,12:18:30,o,r,Right,Success,NA,58,9,22,2,3
3,non_specialists_removed,3_4,5,RWYG,PPBP,11:04:51,11:06:57,18.50,NA,Left,Switch,23.35,35,23,23,2,4
3,non_specialists_removed,3_4,5,RGBP,RGRB,12:19:52,12:22:08,o,r,Right,Success,NA,58,9,24,4,4
3,non_specialists_removed,3_4,5,PWGW,WGPW,12:22:54,12:25:36,o,NA,Right,Fail,10.62,62,10,25,0,0
3,non_specialists_removed,3_4,5,PWRP,RWYG,12:23:37,12:27:14,o,NA,Right,Fail,5.63,63,5,26,0,2
3,non_specialists_removed,3_4,5,PWBB,RBYY,12:25:42,12:27:24,o,r,Right,Success,NA,58,9,27,2,4
3,non_specialists_removed,3_4,5,BPWW,WGRY,12:32:50,12:36:09,o,NA,Right,Fail,12.48,48,12,28,0,0
3,non_specialists_removed,3_4,5,PWGW,BYGY,12:33:20,12:35:42,o,r,Right,Success,NA,58,9,29,0,0
3,non_specialists_removed,3_4,5,PWRP,WRPR,12:37:15,12:40:30,o,r,Right,Success,NA,58,9,30,0,1
3,non_specialists_removed,3_4,5,PWRP,WYBW,12:49:03,12:51:14,r,o,NA,Success,NA,NA,NA,31,0,1
3,non_specialists_removed,3_4,5,YPWY,WRYP,12:51:25,12:51:54,r,NA,Right,Fail,16.58,58,16,32,2,3
3,non_specialists_removed,3_4,5,PWGW,PPBP,13:01:40,13:02:14,r,NA,Left,Fail,16.5,5,16,33,0,4
3,non_specialists_removed,3_4,5,WRYP,BBWP,11:04:50,11:06:20,o,l,Left,Success,NA,18,9,34,4,4
3,non_specialists_removed,3_4,5,WRYP,YRWB,13:09:45,13:12:02,o,NA,Left,Fail,8.23,23,8,35,4,3
3,non_specialists_removed,3_4,5,PGRR,RBPP,13:14:08,13:16:52,r,NA,Right,Fail,34.39,39,34,36,4,0
3,non_specialists_removed,3_4,5,WGBB,GBPB,13:19:36,13:23:07,r,NA,Left,Fail,35.37,37,35,37,3,4
3,non_specialists_removed,3_4,5,WRYP,RGRB,11:10:06,11:12:18,o,l,Left,Success,NA,18,9,38,4,4
3,non_specialists_removed,3_4,5,BBWP,WGBB,11:14:36,11:17:35,o,l,Left,Success,NA,18,9,39,2,4
3,non_specialists_removed,3_4,5,WRYP,PGGY,11:16:39,11:18:18,o,l,Left,Success,NA,18,9,40,4,3
3,non_specialists_removed,3_4,5,GBYR,GPWR,11:19:41,11:22.29,o,NA,Right,Fail,4.55,55,4,41,4,4
3,non_specialists_removed,3_4,5,BBWP,WGRY,11:21:50,11:24:17,o,l,Left,Success,NA,18,9,42,2,0
